Link ID,Body size reference,Body size methodology,mass.units,length.units,Taxonomy consumer,Lifestage consumer,Common name(s) consumer,Metabolic category consumer,Type of feeding interaction,Minimum length (m) consumer,Mean length (m) consumer,Maximum length (m) consumer,Minimum mass (g) consumer,Mean mass (g) consumer,Maximum mass (g) consumer,Taxonomy resource,Lifestage - resource,Common name(s) resource,Metabolic category resource,Minimum length (m) resource,Mean length (m) resource,Maximum length (m) resource,Minimum mass (g) resource,Mean mass (g) resource,Maximum mass (g) resource,Consumer/resource body mass ratio,Notes
118,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Geelbek,ectotherm vertebrate,predacious,NA,NA,NA,NA,26127.38,NA,NA,adults,Other pelagics,ectotherm vertebrate,NA,NA,NA,NA,2554.85,NA,10.22658082,NA
119,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Geelbek,ectotherm vertebrate,predacious,NA,NA,NA,NA,26127.38,NA,NA,adults,Horse mackerel,ectotherm vertebrate,NA,NA,NA,NA,5104.9,NA,5.118098298,NA
120,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Geelbek,ectotherm vertebrate,predacious,NA,NA,NA,NA,26127.38,NA,NA,adults,Other groundfish,ectotherm vertebrate,NA,NA,NA,NA,13127,NA,1.990354232,NA
121,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Geelbek,ectotherm vertebrate,predacious,NA,NA,NA,NA,26127.38,NA,NA,adults,Hakes,ectotherm vertebrate,NA,NA,NA,NA,22994.5,NA,1.136244754,NA
122,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Geelbek,ectotherm vertebrate,predacious,NA,NA,NA,NA,26127.38,NA,NA,adults,Squid,invertebrate,NA,NA,NA,NA,40,NA,653.1845,NA
123,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Geelbek,ectotherm vertebrate,predacious,NA,NA,NA,NA,26127.38,NA,NA,adults,Benthic carnivores,invertebrate,NA,NA,NA,NA,10,NA,2612.738,NA
124,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Geelbek,ectotherm vertebrate,predacious,NA,NA,NA,NA,26127.38,NA,NA,adults,Anchovy,ectotherm vertebrate,NA,NA,NA,NA,11.5,NA,2271.946087,NA
125,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Pilchard,ectotherm vertebrate,NA,NA,NA,NA,280,NA,292.8571429,body size of Delphinus delphi was used
126,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Round herring,ectotherm vertebrate,NA,NA,NA,NA,215.2,NA,381.0408922,body size of Delphinus delphi was used
127,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Lanternfish,ectotherm vertebrate,NA,NA,NA,NA,6.9,NA,11884.05797,body size of Delphinus delphi was used
128,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Goby,ectotherm vertebrate,NA,NA,NA,NA,18.6,NA,4408.602151,body size of Delphinus delphi was used
129,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Other pelagics,ectotherm vertebrate,NA,NA,NA,NA,2554.85,NA,32.09581776,body size of Delphinus delphi was used
130,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Horse mackerel,ectotherm vertebrate,NA,NA,NA,NA,5104.9,NA,16.0629983,body size of Delphinus delphi was used
131,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Hakes,ectotherm vertebrate,NA,NA,NA,NA,22994.5,NA,3.566070147,body size of Delphinus delphi was used
132,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Squid,invertebrate,NA,NA,NA,NA,40,NA,2050,body size of Delphinus delphi was used
133,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Macrozooplankton,invertebrate,NA,NA,NA,NA,1,NA,82000,body size of Delphinus delphi was used
134,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Whales & Dolphins,endotherm vertebrate,predacious,NA,NA,NA,NA,82000,NA,NA,adults,Anchovy,ectotherm vertebrate,NA,NA,NA,NA,11.5,NA,7130.434783,body size of Delphinus delphi was used
135,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Pilchard,ectotherm vertebrate,NA,NA,NA,NA,280,NA,8.167857143,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
136,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Round herring,ectotherm vertebrate,NA,NA,NA,NA,215.2,NA,10.62732342,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
137,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Lightfish,ectotherm vertebrate,NA,NA,NA,NA,4.8,NA,476.4583333,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
138,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Lanternfish,ectotherm vertebrate,NA,NA,NA,NA,6.9,NA,331.4492754,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
139,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Goby,ectotherm vertebrate,NA,NA,NA,NA,18.6,NA,122.9569892,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
140,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Other pelagics,ectotherm vertebrate,NA,NA,NA,NA,2554.85,NA,0.895160186,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
141,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Horse mackerel,ectotherm vertebrate,NA,NA,NA,NA,5104.9,NA,0.44800094,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
142,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Chub mackerel,ectotherm vertebrate,NA,NA,NA,NA,3259.5,NA,0.701641356,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
143,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Other groundfish,ectotherm vertebrate,NA,NA,NA,NA,13127,NA,0.174221071,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
144,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Hakes,ectotherm vertebrate,NA,NA,NA,NA,22994.5,NA,0.099458566,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
145,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Squid,invertebrate,NA,NA,NA,NA,40,NA,57.175,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
146,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Snoek,ectotherm vertebrate,NA,NA,NA,NA,13012.1,NA,0.175759485,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
147,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Birds,endotherm vertebrate,NA,NA,NA,NA,2287,NA,1,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
148,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Seals,endotherm vertebrate,NA,NA,NA,NA,136000,NA,0.016816176,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
149,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Benthic carnivores,invertebrate,NA,NA,NA,NA,10,NA,228.7,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
150,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Mesozooplankton,invertebrate,NA,NA,NA,NA,0.01,NA,228700,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
151,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Macrozooplankton,invertebrate,NA,NA,NA,NA,1,NA,2287,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
152,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Birds,endotherm vertebrate,predacious,NA,NA,NA,NA,2287,NA,NA,adults,Anchovy,ectotherm vertebrate,NA,NA,NA,NA,11.5,NA,198.8695652,"average body mass of the jackass penguin, the Cape cormorant and the Cape gannet"
153,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Pilchard,ectotherm vertebrate,NA,NA,NA,NA,280,NA,485.7142857,NA
154,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Round herring,ectotherm vertebrate,NA,NA,NA,NA,215.2,NA,631.9702602,NA
155,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Lightfish,ectotherm vertebrate,NA,NA,NA,NA,4.8,NA,28333.33333,NA
156,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Lanternfish,ectotherm vertebrate,NA,NA,NA,NA,6.9,NA,19710.14493,NA
157,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Goby,ectotherm vertebrate,NA,NA,NA,NA,18.6,NA,7311.827957,NA
158,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Other pelagics,ectotherm vertebrate,NA,NA,NA,NA,2554.85,NA,53.23208799,NA
159,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Horse mackerel,ectotherm vertebrate,NA,NA,NA,NA,5104.9,NA,26.64107034,NA
160,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Chub mackerel,ectotherm vertebrate,NA,NA,NA,NA,3259.5,NA,41.72419083,NA
161,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Other groundfish,ectotherm vertebrate,NA,NA,NA,NA,13127,NA,10.36032605,NA
162,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Hakes,ectotherm vertebrate,NA,NA,NA,NA,22994.5,NA,5.914457805,NA
163,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Squid,invertebrate,NA,NA,NA,NA,40,NA,3400,NA
164,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Snoek,ectotherm vertebrate,NA,NA,NA,NA,13012.1,NA,10.45181024,NA
165,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Birds,endotherm vertebrate,NA,NA,NA,NA,2287,NA,59.46655007,NA
166,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Sharks,ectotherm vertebrate,NA,NA,NA,NA,1500,NA,90.66666667,NA
167,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Benthic carnivores,invertebrate,NA,NA,NA,NA,10,NA,13600,NA
168,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Seals,endotherm vertebrate,predacious,NA,NA,NA,NA,136000,NA,NA,adults,Anchovy,ectotherm vertebrate,NA,NA,NA,NA,11.5,NA,11826.08696,NA
169,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Pilchard,ectotherm vertebrate,NA,NA,NA,NA,280,NA,5.357142857,NA
170,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Round herring,ectotherm vertebrate,NA,NA,NA,NA,215.2,NA,6.970260223,NA
171,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Lightfish,ectotherm vertebrate,NA,NA,NA,NA,4.8,NA,312.5,NA
172,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Goby,ectotherm vertebrate,NA,NA,NA,NA,18.6,NA,80.64516129,NA
173,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Other pelagics,ectotherm vertebrate,NA,NA,NA,NA,2554.85,NA,0.587118618,NA
174,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Horse mackerel,ectotherm vertebrate,NA,NA,NA,NA,5104.9,NA,0.293835335,NA
175,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Chub mackerel,ectotherm vertebrate,NA,NA,NA,NA,3259.5,NA,0.460193281,NA
176,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Other groundfish,ectotherm vertebrate,NA,NA,NA,NA,13127,NA,0.114268302,NA
177,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Hakes,ectotherm vertebrate,NA,NA,NA,NA,22994.5,NA,0.06523299,NA
178,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Squid,invertebrate,NA,NA,NA,NA,40,NA,37.5,NA
179,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Tunas,ectotherm vertebrate,NA,NA,NA,NA,909000,NA,0.001650165,NA
180,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Snoek,ectotherm vertebrate,NA,NA,NA,NA,13012.1,NA,0.115277319,NA
181,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Kob,ectotherm vertebrate,NA,NA,NA,NA,68000,NA,0.022058824,NA
182,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Yellowtail,ectotherm vertebrate,NA,NA,NA,NA,82040.3,NA,0.018283697,NA
183,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Geelbek,ectotherm vertebrate,NA,NA,NA,NA,26127.38,NA,0.057411038,NA
184,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Whales & Dolphins,endotherm vertebrate,NA,NA,NA,NA,82000,NA,0.018292683,NA
185,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Birds,endotherm vertebrate,NA,NA,NA,NA,2287,NA,0.655881067,NA
186,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Seals,endotherm vertebrate,NA,NA,NA,NA,136000,NA,0.011029412,NA
187,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Sharks,ectotherm vertebrate,NA,NA,NA,NA,1500,NA,1,NA
188,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Benthic carnivores,invertebrate,NA,NA,NA,NA,10,NA,150,NA
189,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Mesozooplankton,invertebrate,NA,NA,NA,NA,0.01,NA,150000,NA
190,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Macrozooplankton,invertebrate,NA,NA,NA,NA,1,NA,1500,NA
191,Yodzis (1998),published account; expert; regression,g,m,NA,adults,Sharks,ectotherm vertebrate,predacious,NA,NA,NA,NA,1500,NA,NA,adults,Anchovy,ectotherm vertebrate,NA,NA,NA,NA,11.5,NA,130.4347826,NA
192,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,NA,NA,NA,NA,0.009725089,0.187633509,1,Dry body masses are species-specific regressions based on body length and head-capsule width.
193,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Pedicia sp,larvae,"crane fly, Tipulidae",invertebrate,NA,NA,NA,NA,0.006806781,0.0353966,1.428735452,Dry body masses are species-specific regressions based on body length and head-capsule width.
194,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Potamophylax cinguilatus,larvae,"Trichoptera: Limnephilidae, caddisfly",invertebrate,NA,NA,NA,NA,0.004084892,0.01924142,2.380745706,Dry body masses are species-specific regressions based on body length and head-capsule width.
195,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Sialis fuliginosa,larvae,"Megaloptera: Sialidae, alderfly",invertebrate,NA,NA,NA,NA,0.002756309,0.016948146,3.528300897,Dry body masses are species-specific regressions based on body length and head-capsule width.
196,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Helodidae sp,larvae,marsh beetle,invertebrate,NA,NA,NA,NA,0.001826495,0.004427267,5.324455056,Dry body masses are species-specific regressions based on body length and head-capsule width.
197,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Asellus meridianus,adults,waterlouse,invertebrate,NA,NA,NA,NA,0.000866805,0.002225772,11.2194688,Dry body masses are species-specific regressions based on body length and head-capsule width.
198,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Plectrocnemia conspersa,larvae,Caddis fly,invertebrate,NA,NA,NA,NA,0.000739607,0.006135056,13.14899517,Dry body masses are species-specific regressions based on body length and head-capsule width.
199,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Oligochaete spp.,adults / larvae,worm,invertebrate,NA,NA,NA,NA,0.000608069,0.007189383,15.99338868,Dry body masses are species-specific regressions based on body length and head-capsule width.
200,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Adicella reducta,larvae,caddisfly,invertebrate,NA,NA,NA,NA,0.000507692,0.001616973,19.15547847,Dry body masses are species-specific regressions based on body length and head-capsule width.
201,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Dicranota sp,larvae,Tipulidae,invertebrate,NA,NA,NA,NA,0.000474846,0.0014319,20.4805141,Dry body masses are species-specific regressions based on body length and head-capsule width.
202,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Diptera spp,larvae,fly,invertebrate,NA,NA,NA,NA,0.000422085,0.0014319,23.04057836,Dry body masses are species-specific regressions based on body length and head-capsule width.
203,Woodward & Hildrew (2002),regression,g,m,Cordulegaster boltonii,larvae ,"Anisoptera: Cordulegasteridae, dragonfly",invertebrate,predacious,NA,NA,NA,NA,0.009725089,0.187633509,Siphonoperla torrentium,larvae,Plecoptera: Chloroperlidae,invertebrate,NA,NA,NA,NA,0.000325866,0.001248906,29.84386185,Dry body masses are species-specific regressions based on body length and head-capsule width.
